id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0012837	inflammatory bowel disease 15	inflammatory bowel disease type 15		0110897				C2677094	C567381
MONDO:0012838	inflammatory bowel disease 16	inflammatory bowel disease type 16		0110896				C2677093	C567380
MONDO:0012839	pyogenic bacterial infections due to MyD88 deficiency	immunodeficiency 68 | MyD88 deficiency | pyogenic bacterial infections, recurrent, due to MyD88 deficiency | recurrent pyogenic bacterial infections due to MyD88 deficiency					183713	C2677092	C567379
MONDO:0012840	inflammatory bowel disease 17	IL23R inflammatory bowel disease | inflammatory bowel disease 17, protection against | inflammatory bowel disease caused by mutation in IL23R | inflammatory bowel disease type 17		0110883				C2677091	C567378
MONDO:0012841	inflammatory bowel disease 18	inflammatory bowel disease type 18		0110888				C2677090	C567377
MONDO:0012842	melanoma, cutaneous malignant, susceptibility to, 7	melanoma, cutaneous malignant, 7						C2677089	
MONDO:0012843	epilepsy, childhood absence, susceptibility to, 5	childhood absence epilepsy caused by mutation in GABRB3 | epilepsy, childhood absence, susceptibility to, type 5 | susceptibility to childhood absence epilepsy 5						C2677087	
MONDO:0012844	primary ciliary dyskinesia 8	primary ciliary dyskinesia type 8		0110616				C2677085	C567373
MONDO:0012845	inflammatory bowel disease 19	inflammatory bowel disease (Crohn disease) 19 | inflammatory bowel disease caused by mutation in IRGM | inflammatory bowel disease type 19 | IRGM inflammatory bowel disease		0110890				C2677079	C567372
MONDO:0012846	generalized epilepsy with febrile seizures plus, type 6			0111300				C2677078	C567371
MONDO:0012847	autosomal recessive congenital ichthyosis 6	autosomal recessive congenital ichthyosis type 6 | ichthyosis, congenital, autosomal recessive type 6		0060715				C2677065	
MONDO:0012848	Meckel syndrome, type 6	CC2D2A Meckel syndrome | Meckel syndrome caused by mutation in CC2D2A		0070120				C2676790	C567365
MONDO:0012849	Joubert syndrome 9	CC2D2A Joubert syndrome | Joubert syndrome caused by mutation in CC2D2A | Joubert syndrome type 9		0111004	C181002			C2676788	C567364
MONDO:0012850	hypophosphatemic nephrolithiasis/osteoporosis 1	hypophosphatemic nephrolithiasis/osteoporosis type 1 | nephrolithiasis/osteoporosis, hypophosphatemic, type 1		0080077				C2676786	C567363
MONDO:0012851	hypophosphatemic nephrolithiasis/osteoporosis 2	hypophosphatemic nephrolithiasis/osteoporosis type 2 | nephrolithiasis/osteoporosis, hypophosphatemic, type 2		0080078				C2676782	C567362
MONDO:0012852	inflammatory bowel disease 20	inflammatory bowel disease type 20		0110898				C2676781	C567361
MONDO:0012853	Fontaine progeroid syndrome	craniofacial dysostosis, hypertrichosis, hypoplasia of labia majora | craniofacial dysostosis, hypertrichosis, Hypoplasia of labia majora, dental and eye anomalies, patent ductus arteriosus, and normal intelligence | craniofacial dysostosis-genital, dental, cardiac anomalies syndrome | cranofacial dysostosis-hypertrichosis-hypoplasia of labia majora syndrome | dental and eye anomalies, patent ductus arteriosus, and normal intelligence | dental and eye anomalies-patent ductus arteriosus-normal intelligence syndrome | GCM syndrome | Gorlin Chaudhry Moss syndrome | Gorlin-Chaudhry-Moss Syndrome | Petty syndrome | Petty-Laxova-Wiedemann syndrome | progeroid syndrome congenital Petty type | progeroid syndrome Petty type | progeroid syndrome, Petty type	205800003	0051067			2095;2963;697101	C2676780	C537290
MONDO:0012854	bilateral microtia-deafness-cleft palate syndrome	microtia with or without hearing impairment (AD) | microtia, hearing impairment, and cleft palate (AR)					140963	C2676772	C567359
MONDO:0012855	Joubert syndrome 8	ARL13B Joubert syndrome | Joubert syndrome caused by mutation in ARL13B | Joubert syndrome type 8		0111003				C2676771	C567358
MONDO:0012856	Birk-Barel syndrome	BIRK-Barel intellectual disability dysmorphism syndrome | intellectual disability-hypotonia-facial dysmorphism syndrome | KCNK9 Imprinting Syndrome	764861005	0050675			166108	C2676770	C567357
MONDO:0012857	porokeratosis 5, disseminated superficial actinic type	porokeratosis 5, disseminated superficial actinic						C2676769	C567356
MONDO:0012858	primary CD59 deficiency						169464	C2676767	C567355
MONDO:0012859	autosomal recessive osteopetrosis 7	autosomal recessive osteoclast-poor osteopetrosis with hypogammaglobulinemia | autosomal recessive osteopetrosis type 7 | osteopetrosis (disease) caused by mutation in TNFRSF11A | osteopetrosis, autosomal recessive type 7 | osteopetrosis-hypogammaglobulinemia syndrome | TNFRSF11A osteopetrosis (disease)		0110946			178389	C2676766	C567354
MONDO:0012860	thrombophilia due to protein C deficiency, autosomal recessive	thrombophilia 3 due to protein C deficiency, autosomal recessive		0111904				C2676759	C567353
MONDO:0012861	premature ovarian failure 6	FIGLA primary ovarian failure | premature ovarian failure type 6 | primary ovarian failure caused by mutation in FIGLA		0080863				C2676742	C567351
MONDO:0012862	attention deficit-hyperactivity disorder, susceptibility to, 5	attention Deficit-hyperactivity disorder, susceptibility to, type 5						C2676741	
MONDO:0012863	attention deficit-hyperactivity disorder, susceptibility to, 6	attention Deficit-hyperactivity disorder, susceptibility to, type 6						C2676740	
MONDO:0012864	chromosome 2q32-q33 deletion syndrome	Del(2)(q32) | Del(2)(q32q33) | glass syndrome | monosomy 2q32-q33 | monosomy 2q32q33	719659003	0060428			251019;576283	C2676739	C567350
MONDO:0012865	Pseudofolliculitis barbae					L73.1		C0549150	C563016
MONDO:0012866	hereditary spastic paraplegia 35	autosomal recessive spastic paraplegia type 35 | FA2H hereditary spastic paraplegia | hereditary spastic paraplegia caused by mutation in FA2H | hereditary spastic paraplegia type 35	764688002	0110786			171629	C3496228	C567311
MONDO:0012867	hereditary spastic paraplegia 38	autosomal dominant spastic paraplegia type 38 | hereditary spastic paraplegia type 38		0110789			171617	C2676732	C567349
MONDO:0012868	thrombophilia due to protein S deficiency, autosomal dominant	autosomal dominant hereditary thrombophilia due to congenital protein S deficiency | hereditary thrombophilia due to congenital protein S deficiency, autosomal dominant | thrombophilia 5 due to protein S deficiency, autosomal dominant		0111900			26349	C3278211	C567077
MONDO:0012869	intellectual disability, autosomal dominant 22	autosomal dominant intellectual disability 22 | autosomal dominant non-syndromic intellectual disability caused by mutation in ZBTB18 | intellectual disability, autosomal dominant type 22 | ZBTB18 autosomal dominant non-syndromic intellectual disability		0070052					C567346
MONDO:0012870	chromosome 2q31.2 deletion syndrome			0060416				C2676724	C567344
MONDO:0012871	Jervell and Lange-Nielsen syndrome 2	Jervell and Lange-Nielsen syndrome caused by mutation in KCNE1 | Jervell and Lange-Nielsen syndrome type 2 | KCNE1 Jervell and Lange-Nielsen syndrome						C2676723	C567343
MONDO:0012872	thrombophilia, familial, due to decreased release of tissue plasminogen activator	hyperfibrinolysis, familial, due to increased release of plat | thrombophilia, familial, due to decreased release of PLAT		0111906				C2676721	C567341
MONDO:0012873	Ehlers-Danlos syndrome, spondylocheirodysplastic type	EDS, spondylocheirodysplastic type		0080739			157965	C2676510	C567340
MONDO:0012874	porokeratosis 6, disseminated superficial actinic type							C2676508	C567339
MONDO:0012875	inflammatory bowel disease 21	inflammatory bowel disease type 21		0110906				C2676507	C567338
MONDO:0012876	heparin cofactor 2 deficiency	thrombophilia 10 due to heparin cofactor II deficiency	234468009	0111901				C0398626	C562865
MONDO:0012877	major affective disorder 8	major affective disorder-8, susceptibility to						C2700439	C567530
MONDO:0012878	Cowden syndrome 2	Cowden disease caused by mutation in SDHB | Cowden syndrome type 2 | SDHB Cowden disease							C567337
MONDO:0012879	schizophrenia 14	schizophrenia type 14 | schizophrenia, susceptibility to, 14		0070090				C2677614	
MONDO:0012880	hypogonadotropic hypogonadism 5 with or without anosmia	CHD7 hypogonadotropic hypogonadism | hypogonadotropic hypogonadism caused by mutation in CHD7		0090084				C3552553	C567220
MONDO:0012881	major affective disorder 7	major affective disorder type 7 | major affective disorder-7, susceptibility to						C2700438	C567529
MONDO:0012882	major affective disorder 9	major affective disorder-9, susceptibility to						C2700440	C567531
MONDO:0012883	acute promyelocytic leukemia	acute myeloblastic leukaemia 3 | acute myeloblastic leukemia 3 | acute myeloid leukaemia with t(15;17)(q22;q12);(PML/RARalpha) and variants | acute myeloid leukemia with t(15;17)(q22;q12);(PML/RARalpha) and variants | acute promyelocytic leukaemia with PML-rara | acute promyelocytic leukaemia with t(15;17)(q22;q12); PML-rara | acute promyelocytic leukaemia with t(15;17)(q22;q12); PML/rara | acute promyelocytic leukemia with PML-rara | acute promyelocytic leukemia with t(15;17)(q22;q12); PML-rara | acute promyelocytic leukemia with t(15;17)(q22;q12); PML/rara | AML M3 | AML with t(15;17)(q22;q12) | AML with t(15;17)(q22;q12);(PML/RARalpha) and variants | APML - acute promyelocytic leukaemia | APML - acute promyelocytic leukemia | FAB M3 | leukemia, acute promyelocytic, somatic | promyelocytic leukaemia | promyelocytic leukemia	110004001	0060318;0081081	C3182	C92.4	520	C0023487	D015473
MONDO:0012884	systemic lupus erythematosus, susceptibility to, 13							C2676487	
MONDO:0012885	SRD5A3-congenital disorder of glycosylation	CDG syndrome type Iq | CDG-Iq | congenital disorder of glycosylation type 1q | congenital disorder of glycosylation type Iq	733601006	0080568			324737	C4317224	
MONDO:0012886	inflammatory bowel disease 22	inflammatory bowel disease type 22		0110905				C2676485	C567327
MONDO:0012887	inflammatory bowel disease 23	inflammatory bowel disease type 23		0110884				C2676484	C567326
MONDO:0012888	sarcoidosis, susceptibility to, 2	BTNL2 sarcoidosis | sarcoidosis caused by mutation in BTNL2 | sarcoidosis, susceptibility to, type 2						C2676468	
MONDO:0012889	sarcoidosis, susceptibility to, 3							C2676467	
MONDO:0012890	pontocerebellar hypoplasia type 2B	non-syndromic pontocerebellar hypoplasia caused by mutation in TSEN2 | TSEN2 non-syndromic pontocerebellar hypoplasia		0060268				C2676466	C567325
MONDO:0012891	pontocerebellar hypoplasia type 2C	non-syndromic pontocerebellar hypoplasia caused by mutation in TSEN34 | TSEN34 non-syndromic pontocerebellar hypoplasia		0060269				C2676465	C567324
MONDO:0012892	bone fragility with contractures, arterial rupture, and deafness	bone fragility-contractures-arterial rupture-deafness syndrome | connective tissue disorder due to LH3 deficiency | connective tissue disorder due to lysyl hydroxylase-3 deficiency	763318007	0061197			300284	C2676285	C567320
MONDO:0012893	osteoarthritis susceptibility 5	GDF5 osteoarthritis | osteoarthritis caused by mutation in GDF5 | osteoarthritis susceptibility type 5 | osteoarthritis-5	239872002					C4759728	
MONDO:0012894	osteoarthritis susceptibility 6		239873007						
MONDO:0012895	torsion dystonia 17	dystonia-17, primary torsion | torsion dystonia type 17		0090042			370103	C2676281	C567319
MONDO:0012896	psoriasis 10, susceptibility to	psoriasis susceptibility 10		0111289				C3888028	
MONDO:0012897	congenital factor XI deficiency	factor XI deficiency, autosomal dominant | factor XI deficiency, autosomal recessive | haemophilia C | hemophilia C | hereditary Factor XI deficiency | hereditary factor XI deficiency disease | plasma thromboplastin antecedent deficiency | PTA deficiency | Rosenthal factor deficiency | Rosenthal syndrome | Rosenthal's disease	49762007	2229	C84705	D68.1	329	C0015523	
MONDO:0012898	narcolepsy 4, susceptibility to							C2676275	
MONDO:0012899	alopecia, androgenetic, 3							C2676272	C567317
MONDO:0012900	cardiomyopathy, familial restrictive, 3	cardiomyopathy, familial restrictive, type 3 | familial isolated restrictive cardiomyopathy caused by mutation in TNNT2 | TNNT2 familial isolated restrictive cardiomyopathy		0111427				C2676271	C567316
MONDO:0012901	inherited prekallikrein deficiency	congenital prekallikrein deficiency | fletcher factor (prekallikrein) deficiency | hereditary prekallikrein deficiency					749		C562725
MONDO:0012902	autosomal dominant nonsyndromic hearing loss 27			0110556				C3887929	
MONDO:0012903	autosomal recessive nonsyndromic hearing loss 45			0110502				C3888030	
MONDO:0012904	epilepsy, progressive myoclonic, 1B	epilepsy, progressive myoclonic 1B | epilepsy, progressive myoclonic, type 1B | PRICKLE1 progressive myoclonic epilepsy | progressive myoclonic epilepsy caused by mutation in PRICKLE1	702326000	0111448				C2676254	C580388
MONDO:0012905	hypomyelinating leukodystrophy 6	hypomyelinating leukodystrophy type 6 | hypomyelination with atrophy of basal ganglia and cerebellum | leukodystrophy, hypomyelinating, type 6		0060798			139441	C2676244	C567314
MONDO:0012906	primary ciliary dyskinesia 9	ciliary dyskinesia, primary, type 9 | DNAI2 primary ciliary dyskinesia | primary ciliary dyskinesia caused by mutation in DNAI2 | primary ciliary dyskinesia type 9		0110622				C2676235	C567310
MONDO:0012907	blindness - scoliosis - arachnodactyly syndrome		717920004				171844	C2676234	C567309
MONDO:0012908	complement component 6 deficiency	C6 classic complement early component deficiency | classic complement early component deficiency caused by mutation in C6		0060299				C2676232	
MONDO:0012909	skeletal defects, genital hypoplasia, and intellectual disability							C2676231	C567306
MONDO:0012910	age-related hearing impairment 1							C2676230	C567305
MONDO:0012911	pseudohypoparathyroidism type 1C	pseudohypoparathyroidism Ic	717792007	0051013			79444	C2932716	C548076
MONDO:0012912	pseudopseudohypoparathyroidism	aho-PPHP syndrome | Albright hereditary osteodystrophy-PPHP syndrome | Normocalcemic pseudohypoparathyroidism (disorder) [ambiguous]	237659007	4183	C129722		665;79445	C0033835	D011556
MONDO:0012913	Wilms tumor, aniridia, genitourinary anomalies, intellectual disability, and obesity syndrome	Wilms tumor-aniridia-genitourinary anomalies-intellectual disability-obesity syndrome			C122804			C2675904	C567292
MONDO:0012914	chromosome 1q21.1 deletion syndrome	1q21.1 microdeletion syndrome | 1q21.1 recurrent microdeletion (susceptibility locus for neurodevelopmental disorders) | chromosome 1q21.1 deletion syndrome, isolated cases | Del(1)(q21) | monosomy 1q21.1	699305004	0060411			250989	C2675897	C567291
MONDO:0012915	chromosome 1q21.1 duplication syndrome	1q21.1 microduplication syndrome | 1q21.1 recurrent microduplication (possible susceptibility locus for neurodevelopmental disorders) | chromosome 1q21.1 duplication syndrome, isolated cases | dup(1)(q21.1) | trisomy 1q21.1		0060435			250994	C2675891	C567290
MONDO:0012916	chromosome 2p16.1-p15 deletion syndrome	2p15-p16.1 microdeletion syndrome | 2p15p16.1 microdeletion syndrome | chromosome 2p16.1-p15 deletion syndrome, isolated cases | Del(2)(p15p16.1) | monosomy 2p15-p16.1 | monosomy 2p15p16.1	719651000	0060415			261349	C2675875	C567289
